name,lon,lat
LA HALLE MONTCEAU-LES-MINES,46.68092,4.364855
LA HALLE MONTMOROT - LONS-LE-LAUNIER,46.672223333333335,5.530410000000001
LA HALLE DOLE,47.088281,5.480446
LA HALLE  CHAUSSURES & MAROQUINERIE DIJON TOISON D'OR,47.3400645,5.043084
LA HALLE AUX CHAUSSURES DIJON CHENOVE,47.2823,5.01828
LA HALLE AUX CHAUSSURES DIJON QUETIGNY,47.31196,5.09994
LA HALLE SEMUR EN AUXOIS,47.4824,4.34958
LA HALLE MONTBARD,47.62167,4.35382
LA HALLE GRAY,47.43594,5.60225
LA HALLE AUX CHAUSSURES DOLE INTERMARCHE,47.10944,5.50708
LA HALLE AUX CHAUSSURES LA FERTE BERNARD,48.17932949,0.65910995
LA HALLE NOGENT LE ROTROU,48.32965,0.80294
LA HALLE AUX CHAUSSURES LE MANS ST AUBIN,48.04223282,0.17104544
LA HALLE AUX CHAUSSURES LE MANS CARREFOUR,47.97518449,0.21705721
LA HALLE RUAUDIN,47.94335335,0.238505315
LA HALLE AUX CHAUSSURES CHATEAUDUN ST DENIS LES PONTS,48.06905258,1.30159512
LA HALLE AUX CHAUSSURES LE MANS ALLONNES,47.97499382,0.15274624
LA HALLE AUX CHAUSSURES ALENCON ARCONNAY,48.40592878,0.08704826
LA HALLE AUX CHAUSSURES ALENCON CONDE,48.4344367,0.0641803
LA HALLE AUX CHAUSSURES BERNAY,49.07126167,0.57813913
LA HALLE ÃVREUX,49.0194865,1.1610305
LA HALLE AUX CHAUSSURES LISIEUX,49.1447934,0.26889579
LA HALLE DREUX NORD,48.7505,1.351585
LA HALLE AUX CHAUSSURES DREUX VERNOUILLET,48.71775,1.37038
LA HALLE PITHIVIERS,48.188739999999996,2.24598
LA HALLE ORLÃANS - SARAN,47.963878533333336,1.8865462066666667
LA HALLE AUX CHAUSSURES ETAMPES,48.44213,2.14412
LA HALLE ORLÃANS,47.87586,1.9112
LA HALLE AUX CHAUSSURES ORLEANS OLIVET,47.84305937,1.91408199
LA HALLE ITTEVILLE,48.500875,2.3508950000000004
LA HALLE NEMOURS,48.255756250000005,2.7021174
LA HALLE MODE ET ACCESSOIRES,47.97412,2.73266
LA HALLE AUX CHAUSSURES CHARTRES CARREFOUR,48.44831,1.51819
LA HALLE ET LA HALLE AUX ENFANTS BARJOUVILLE,48.41541,1.47504
LA HALLE AUX CHAUSSURES VULAINES,48.43909,2.75483
LA HALLE YVETOT,49.615103,0.7683940000000001
LA HALLE AUX CHAUSSURES GRUCHET LE VALASSE,49.549938,0.491859
LA HALLE AUX CHAUSSURES ROUEN BARENTIN HV,49.532455,0.9684699999999999
LA HALLE AUX CHAUSSURES ROUEN DEVILLE,49.471411,1.046613
LA HALLE PONT-AUDEMER,49.3485165,0.542446
LA HALLE AUX CHAUSSURES ROUEN GRAND QUEVILLY,49.417865,1.047352
LA HALLE FÃCAMP,49.752299,0.393233
LA HALLE LE PETIT-QUEVILLY,49.4225275,1.0593175000000001
LA HALLE AUX CHAUSSURES ROUEN ST MARC,49.438326,1.100942
LA HALLE AUX CHAUSSURES LE HAVRE HARFLEUR,49.52553968,0.18855174
LA HALLE AUX CHAUSSURES ROUEN FRANQUEVILLE,49.404187,1.154508
LA HALLE HONFLEUR,49.4197,0.23178
LA HALLE TOURVILLE-LA-RIVIÃRE,49.328051322499995,1.1014134249999998
LA HALLE SAINT-PIERRE-LÃS-ELBEUF,49.28892,1.03922
LA HALLE AUX CHAUSSURES LE HAVRE CENTRE VILLE,49.491276,0.11794349999999999
LA HALLE DIEPPE,49.90777,1.07845
LA HALLE AUX CHAUSSURES DEAUVILLE,49.34675734,0.09867456
LA HALLE AUX CHAUSSURES DIEPPE,49.922992,1.077483
LA HALLE AUX CHAUSSURES MERS LES BAINS,50.066878,1.396677
LA HALLE AUX CHAUSSURES BEAUVAIS TILLE,49.43184,2.106
LA HALLE LA FERRIERES EN BRAY,49.47971149999999,1.7317175
LA HALLE AMIENS,49.87014,2.28108
LA HALLE CHAUSSURES ET MAROQUINERIE AMIENS VALLEE DES VIGNES,49.87014,2.28162
LA HALLE MONTDIDIER,49.64695,2.59078
LA HALLE AUX CHAUSSURES RANTIGNY,49.31914,2.43587
LA HALLE LONGUEAU,49.86922,2.37155
LA HALLE AUX CHAUSSURES MERU,49.21937,2.14021
LA HALLE GISORS,49.278403,1.767973
LA HALLE AUX CHAUSSURES NOGENT SUR OISE,49.26917,2.48345
LA HALLE CREIL - SAINT-MAXIMIN,49.23529,2.4657725
LA HALLE ROYE,49.70581,2.77543
LA HALLE VENETTE - COMPIÃGNE,49.407075,2.782565
LA HALLE NEUFCHATEL EN BRAY,49.7349955,1.4372755000000002
LA HALLE DOULLENS,50.16039,2.33938
LA HALLE ABBEVILLE,50.102125,1.85287
LA HALLE VETEMENTS - CHAUSSURES BERCK SUR MER,50.4071935,1.6006005
LA HALLE ET LA HALLE AUX ENFANTS AMIENS,49.92421,2.30112
LA HALLE AUX CHAUSSURES BRUAY LA BUISSIERE,50.49444145,2.57560675
LA HALLE AUX CHAUSSURES ARRAS DAINVILLE,50.292410000000004,2.73918
LA HALLE FOUQUIÃRES-LÃS-BÃTHUNE,50.51567785,2.6235857
LA HALLE AUX CHAUSSURES LIEVIN,50.42768,2.79087
LA HALLE AUX CHAUSSURES AUCHY,50.52028,2.79348
LA HALLE AUX CHAUSSURES SENS CARREFOUR,48.188055750000004,3.2752315000000003
LA HALLE AUX CHAUSSURES JOIGNY,47.97856,3.37905
LA HALLE AUX CHAUSSURES AUXERRE MONETO,47.84553,3.55147
LA HALLE AUX CHAUSSURES AUXERRE CLAIRIONS,47.81372,3.57175
LA HALLE AUX CHAUSSURES TROYES LA CHAPELLE,48.30466,4.0254
LA HALLE AUX CHAUSSURES TROYES ST ANDRE,48.28143,4.05183
LA HALLE ROMILLY 2,48.503895,3.760065
LA HALLE AUX CHAUSSURES MONTEREAU,48.37628,2.95495
LA HALLE TROYES - SAINT-PARRES-AUX-TERTRES,48.29616,4.130750000000001
LA HALLE TONNERRE,47.85171,3.98912
LA HALLE CHÃTEAU-THIERRY - ESSOMES-SUR-MARNE,49.03484,3.3797800000000002
LA HALLE AUX CHAUSSURES LA FERTE SOUS JOUARRE,48.94608,3.11045
LA HALLE COULOMMIERS,48.80215,3.091705
LA HALLE AUX CHAUSSURES EPERNAY,49.024774,3.945749
LA HALLE CHAUSSURES & MAROQUINERIE PROVINS,48.55185,3.29718 
LA HALLE NANTEUIL-LÃS-MEAUX,48.9475675,2.8980775
LA HALLE AUX CHAUSSURES REIMS CORMONTREUIL,49.21415,4.04853
LA HALLE AUX CHAUSSURES BAR SUR AUBE,48.22775,4.71512
LA HALLE CHAUMONT,48.123355000000004,5.147935
LA HALLE LANGRES,47.84362633333333,5.331287
LA HALLE AUX CHAUSSURES STE MENEHOULD,49.090271,4.901784
LA HALLE SAINT-DIZIER,48.625330500000004,4.966949
LA HALLE AUX CHAUSSURES VITRY LE FRANCOIS,48.730903,4.602714
LA HALLE SAINT-MEMMIE - CHALON-EN-CHAMPAGNE,48.9447455,4.387403000000001
LA HALLE VERDUN,49.14581,5.409675
LA HALLE COMMERCY,48.7537515,5.588807
LA HALLE LAON - CHAMBRY,49.58598,3.65069
LA HALLE AUX CHAUSSURES VIRY NOUREUIL,49.64346,3.26052
LA HALLE AUX CHAUSSURES SOISSONS,49.36207,3.32003
LA HALLE AUX CHAUSSURES ST QUENTIN AUCHAN,49.85807,3.24969
LA HALLE AUX CHAUSSURES GUISE,49.90506,3.64627
LA HALLE AUX CHAUSSURES NOYON,49.57046,2.97493
LA HALLE VILLERS-COTTERÃTS,49.238945,3.099885
LA HALLE REIMS,49.28907,4.0264
LA HALLE AUX CHAUSSURES LE QUESNOY,50.26025,3.63063
LA HALLE DENAIN,50.326319999999996,3.382895
LA HALLE VALENCIENNES - RAISMES,50.385594499999996,3.4858374999999997
LA HALLE CAUDRY,50.127655000000004,3.42682
LA HALLE CAMBRAI - PROVILLE,50.149375,3.217595
LA HALLE VETEMENTS - CHAUSSURES ORCHIES,50.475424,3.242855
LA HALLE AUX CHAUSSURES LOUVROIL,50.25361,3.93606
LA HALLE AUX CHAUSSURES MAUBEUGE,50.27527,3.96738
LA HALLE DOUAI,50.35826874999999,3.0990467500000003
LA HALLE AUX CHAUSSURES DOUAI VILLE,50.37833,3.08016
LA HALLE AUX CHAUSSURES AVESNES,50.11735,3.9366
LA HALLE AUX CHAUSSURES DOUAI FLERS,50.39949,3.04907
LA HALLE AUX CHAUSSURES NOYELLES GODAULT,50.41191,2.98122
LA HALLE AUX CHAUSSURES COURRIERES,50.44342,2.94605
LA HALLE AUX CHAUSSURES LILLE SECLIN,50.54871,3.05229
LA HALLE FOURMIES,50.024265,4.03453
LA HALLE AUX CHAUSSURES VILLENEUVE D'ASCQ V2,50.61833,3.12542
LA HALLE AUX CHAUSSURES LENS 2,50.46177,2.82315
LA HALLE AUX CHAUSSURES SEDAN,49.69961,4.924717
LA HALLE VILLERS-SEMEUSE - CHARLEVILLE-MÃZIÃRES,49.731915,4.75196
LA HALLE AUX CHAUSSURES STENAY,49.481833,5.204667
LA HALLE REVIN,49.93738,4.64032
LA HALLE AUX CHAUSSURES SAINT JEAN DE MAURIENNE,45.26881,6.36826
LA HALLE PONTCHARRA,45.43694,6.00864
LA HALLE ALBERTVILLE - GILLY-SUR-ISÃRE,45.6556,6.36187
LA HALLE SAINT-ALBAN-LEYSSE - CHAMBÃRY,45.57283,5.9523
LA HALLE CHAMBÃRY,45.58874666666667,5.911993333333334
LA HALLE BOURG-SAINT-MAURICE,45.623065,6.77656
LA HALLE SAINT-MARTIN-D'HÃRES,45.184664999999995,5.770405
LA HALLE AUX CHAUSSURES GRENOBLE CV,45.189803,5.726206
LA HALLE AUX CHAUSSURES AIX LES BAINS,45.69518,5.90568
LA HALLE GRENOBLE - SAINT-ÃGRÃVE,45.239000000000004,5.669315
LA HALLE ÃCHIROLLES,45.15107333333333,5.700123333333333
LA HALLE AUX CHAUSSURES ANNEMASSE CRANVES,46.18323,6.27965
LA HALLE AUX CHAUSSURES ANNEMASSE GAILLARD,46.18017,6.2162
LA HALLE ANNEMASSE,46.194919999999996,6.2544450000000005
LA HALLE CHAUSSURES & MAROQUINERIE,46.0661822,6.5504112495
LA HALLE AUX CHAUSSURES ANNECY EPAGNY,45.93685,6.07717
LA HALLE AUX CHAUSSURES ANNECY CRAN GEVRIER,45.907888,6.110659
LA HALLE AUX CHAUSSURES THOIRY,46.22586,5.99043
LA HALLE AUX CHAUSSURES SEGNY,46.29372,6.07586
LA HALLE ANTHY-SUR-LÃMAN - THONON,46.350984999999994,6.43552
LA HALLE RUMILLY,45.85638,5.95036
LA HALLE AUX CHAUSSURES AMPHION,46.38888,6.52353
LA HALLE AUX CHAUSSURES ST CLAUDE,46.38052,5.83466
LA HALLE AUX CHAUSSURES OYONNAX,46.28436,5.66475
LA HALLE AUX CHAUSSURES BELLEY,45.75896,5.70236
LA HALLE (FEMME) DOUBS,46.91727666666666,6.3413200000000005
LA HALLE BAUME LES DAMES,47.35272,6.35189
LA HALLE AUX CHAUSSURES BAUME LES DAMES,47.35261,6.35236
LA HALLE VESOUL,47.626360000000005,6.1703
LA HALLE LURE,47.682680000000005,6.514844999999999
LA HALLE BESANÃON - CHALEZEULE,47.263414999999995,6.057685
LA HALLE BESANÃON - ÃCOLE-VALENTIN,47.28114,5.99256
LA HALLE VALDAHON,47.14694,6.33539
LA HALLE AUX CHAUSSURES HERICOURT,47.5817,6.77355
LA HALLE MONTBELIARD,47.5036765,6.804863
LA HALLE AUX CHAUSSURES AUDINCOURT,47.48457,6.84437
LA HALLE AUX ENFANTS BESANÃON,47.218055,5.952375
LA HALLE ANDELNANS,47.604965,6.860075
LA HALLE BELFORT - BESSONCOURT,47.642700000000005,6.91919
LA HALLE AUX CHAUSSURES LEPUIX GY,47.75186,6.81992
LA HALLE AUX CHAUSSURES SAINT LOUIS ROND POINT,47.60629,7.54175
LA HALLE ALTKIRCH,47.6249351,7.2421704
LA HALLE AUX CHAUSSURES MULHOUSE ILLZACH,47.77297,7.38646
LA HALLE AUX CHAUSSURES MULHOUSE DORNACH,47.73845,7.29042
LA HALLE KINGERSHEIM,47.78955095,7.31681505
LA HALLE CERNAY,47.79476095,7.1678637
LA HALLE ÃPINAL,48.198274999999995,6.46793
LA HALLE CHARMES,48.3590255,6.303986999999999
LA HALLE SAINT ETIENNE LES REMIREMONT,48.01683,6.61705
LA HALLE AUX CHAUSSURES CONTREXEVILLE LECLERC,48.18743,5.88347
LA HALLE AUX CHAUSSURES RUPT SUR MOSELLE,47.94021,6.63858
LA HALLE AUX CHAUSSURES GERARDMER,48.07152,6.87443
LA HALLE AUX CHAUSSURES SAINT DIE LECLERC,48.284085000000005,6.951560000000001
LA HALLE NEUFCHATEAU,48.37105,5.70932
LA HALLE AUX CHAUSSURES NANCY ESSEY,48.705521,6.24854
LA HALLE AUX CHAUSSURES NANCY FROUARD,48.741259,6.149978
LA HALLE VETEMENTS - CHAUSSURES PONT A MOUSSON,48.902206,6.052068
LA HALLE - CHAUSSURES & MAROQUINERIE NANCY ST JEAN,48.6899445,6.179855599
LA HALLE AUX CHAUSSURES NANCY VILLERS,48.672778,6.153936
LA HALLE AUX CHAUSSURES NANCY HOUDEMONT,48.64443,6.18451
LA HALLE DOMBASLE-SUR-MEURTHE,48.6098225,6.350849
LA HALLE AUX CHAUSSURES LUNEVILLE,48.586668,6.510152
LA HALLE BOULAY,49.17791,6.49503
LA HALLE AUX CHAUSSURES ST AVOLD,49.110386,6.682638
LA HALLE AUX CHAUSSURES METZ SEMECOURT,49.18805,6.14493
LA HALLE AUX CHAUSSURES TOUL INTERMARCHE,48.6750065,5.8902235
LA HALLE SAINT-AVOLD,49.11757,6.7096
LA HALLE AUX CHAUSSURES JARNISY,49.16304,5.83929
LA HALLE AUX CHAUSSURES FORBACH,49.178043,6.885938
LA HALLE SÃLESTAT,48.279983349999995,7.46395985
LA HALLE COLMAR - HOUSSEN,48.12758065,7.3624516
LA HALLE AUX CHAUSSURES COLMAR OUEST,48.08492,7.31079
LA HALLE AUX CHAUSSURES OBERNAI,48.46832,7.49465
LA HALLE ISSENHEIM,47.9028179,7.2424228500000005
LA HALLE SCHWEIGHOUSE-SUR-MODER,48.82616625,7.738550249999999
HAGUENAU,48.8106151,7.81517235
LA HALLE VENDENHEIM,48.66829335,7.7097462
LA HALLE AUX CHAUSSURES WISSEMBOURG,49.02746,7.94574
LA HALLE AUX CHAUSSURES STRASBOURG SCHILTIGHEIM,48.609665,7.733887
LA HALLE AUX CHAUSSURES BITCHE,49.044961,7.427114
LA HALLE SAVERNE - OTTERSWILLER,48.727192,7.3765815
LA HALLE AUX CHAUSSURES STRASBOURG HAUTE PIERRE,48.5913373,7.693636299
LA HALLE AUX CHAUSSURES STRASBOURG KLEBER,48.583129,7.7463
LA HALLE STRASBOURG - GEISPOLSHEIM,48.5206316,7.66932315
LA HALLE MOLSHEIM,48.523559500000005,7.494118
LA HALLE AUX CHAUSSURES SARREBOURG,48.74345,7.08251
LA HALLE SARREGUEMINES,49.1141285,7.094257499999999
LA HALLE L'ARBRESLE,45.825604999999996,4.6075
LA HALLE AUX CHAUSSURES TARARE,45.89266,4.43992
LA HALLE AUX CHAUSSURES LYON CIVRIEUX,45.85637,4.70422
LA HALLE AUX CHAUSSURES LYON LIMONEST,45.80829,4.77969
LA HALLE VILLEFRANCHE S/SAONE,45.98863,4.73775
LA HALLE LIMONEST,45.803200000000004,4.78246
LA HALLE CRAPONNE,45.74669,4.74225
LA HALLE AUX CHAUSSURES LYON TASSIN,45.75228,4.77105
LA HALLE AUX CHAUSSURES LYON CROIX ROUSSE,45.78014,4.832453
LA HALLE AUX CHAUSSURES LYON SAXE,45.755887,4.846745
LA HALLE AUX CHAUSSURES LYON NEY,45.764209,4.856098
LA HALLE RILLIEUX-LA-PAPE,45.815650000000005,4.889135
LA HALLE AUX CHAUSSURES LYON OULLINS,45.714258,4.806848
LA HALLE AUX CHAUSSURES LYON VILLEURBANNE,45.766785,4.878839
LA HALLE AUX CHAUSSURES LYON NICOLAS,45.74080233333333,4.873323
LA HALLE AUX CHAUSSURES FEURS,45.72377,4.22543
LYON BRON,45.72366736666667,4.913325033333334
LA HALLE AUX CHAUSSURES MACON CRECHES,46.2504,4.79363
LA HALLE CHAINTRÃ - MACON,46.25427,4.7934
LA HALLE BELLEVILLE,46.10945,4.73379
LA HALLE AUX CHAUSSURES MACON SANCE,46.33351,4.84426
LA HALLE AUX CHAUSSURES AMBERIEU,45.97275,5.3361
LA HALLE TIGNIEU,45.749044999999995,5.178694999999999
LA HALLE BEYNOST,45.8325745,5.00156035
LA HALLE MEYZIEU,45.767125,4.989895000000001
LA HALLE CHAUSSURES ET MAROQUINERIE LYON ST PRIEST LYON,45.71272,4.9675
LA HALLE AUX CHAUSSURES LYON BRON,45.7258711,4.9291861
LA HALLE AUX CHAUSSURES BOURG EN BRESSE GEANT,46.20865,5.23559
LA HALLE VIRIAT,46.220255,5.20759
LA HALLE RAMBOUILLET,48.6449,1.84677
LA HALLE AUX CHAUSSURES LA QUEUE LES YVELINES,48.803542,1.780419
LA HALLE MAUREPAS,48.75924333333333,1.9201533333333334
LA HALLE PLAISIR,48.828935,1.965415
LA HALLE AUX CHAUSSURES GIF SUR YVETTE,48.701437,2.106473
LA HALLE AUX CHAUSSURES SAUSSAY,48.85979,1.42461
LA HALLE MANTES - BUCHELAY,48.9861825,1.678146
LA HALLE AUBERGENVILLE,48.96377,1.8565
LA HALLE PUISEUX-PONTOISE,49.05524,2.01834
LA HALLE ORGEVAL,48.9291,1.98197
LA HALLE VERNON,49.101445,1.45559
LA HALLE AUX CHAUSSURES OSNY,49.07666,2.07673
LA HALLE AUX CHAUSSURES ACHERES,48.963096,2.057941
LA HALLE AUX CHAUSSURES CONFLANS ST HONORINE,48.992409,2.091671
LA HALLE MODE & ACCESSOIRES ERAGNY,49.024555,2.100785
LA HALLE AUX CHAUSSURES Chambourcy,48.906272,2.040137
LA HALLE AUX CHAUSSURES BRETIGNY,48.58712,2.29943
LA HALLE SAINTE-GENEVIEVE,48.62302,2.34812
LA HALLE AUX CHAUSSURES CORBEIL,48.59846,2.4483550000000003
LA HALLE AUX CHAUSSURES MENNECY,48.56534,2.44759
LA HALLE AUX CHAUSSURES CLAMART,48.800055,2.263877
LA HALLE FRESNES,48.75506,2.330225
LA HALLE AUX CHAUSSURES CHATILLON,48.822346,2.314087
LA HALLE AUX CHAUSSURES ISSY LES MOULINEAUX,48.827846,2.280754
LA HALLE AUX CHAUSSURES PARIS LECLERC CLD,48.829421,2.32849
LA HALLE AUX CHAUSSURES KREMLIN BICETRE,48.811647,2.361639
LA HALLE AUX CHAUSSURES BOULOGNE BILLANCOURT,48.831776,2.237408
LA HALLE CHAUSSURES ET ACCESSOIRES THIAIS BELLE EPINE,48.756424,2.371292
LA HALLE CHAUSSURES & MAROQUINERIE PARIS SAINT CHARLES,48.8470884,2.286028699
LA HALLE AUX CHAUSSURES CHAVILLE,48.81526,2.193326
LA HALLE AUX CHAUSSURES PARIS GOBELINS,48.835718,2.352774
LA HALLE AUX CHAUSSURES IVRY SUR SEINE,48.811945,2.384667
LA HALLE VILLEBON-SUR-YVETTE,48.702974999999995,2.255865
LA HALLE MORANGIS,48.702383999999995,2.3393835000000003
LA HALLE AUX CHAUSSURES VITRY SUR SEINE LECLERC,48.79414,2.4173
LA HALLE AUX CHAUSSURES PARIS ST ANTOINE,48.851632,2.374398
LA HALLE AUX CHAUSSURES PARIS HORLOGE,48.86235,2.352141
LA HALLE CHAUSSURE&MAROQUINERIE-VERSAILLES CV,48.809645,2.133877
LA HALLE AUX CHAUSSURES CRETEIL HOMME / ENFANT,48.77473,2.4432
LA HALLE AUX CHAUSSURES PARIS AVRON,48.85334,2.410088
LA HALLE AUX CHAUSSURES VIGNEUX,48.717718,2.43858
LA HALLE AUX CHAUSSURES MELUN,48.55516,2.63611
LA HALLE AUX CHAUSSURES QUINCY SOUS SENART,48.68325,2.53622
LA HALLE AUX CHAUSSURES PONTAULT COMBAULT,48.77873,2.60584
LA HALLE LA QUEUE-EN-BRIE - ORMESSON,48.792715,2.559045
CHAUSSLAND CHENNEVIERES,48.79568,2.55875
LA HALLE LOGNES,48.833020000000005,2.639735
LA HALLE AUX CHAUSSURES NOISY LE GRAND,48.83452,2.56662
LA HALLE AUX CHAUSSURES CHAMPIGNY,48.81722,2.53161
LA HALLE BRIE-COMTE-ROBERT,48.701925,2.602235
LA HALLE AUX CHAUSSURES TOURNAN,48.73935,2.7746
LAHALLE BONNEUIL,48.766239999999996,2.488475
LA HALLE NEUILLY-SUR-MARNE,48.86245666666667,2.53491
LA HALLE AUX CHAUSSURES MARNE LA VALLEE,48.85667,2.75313
LA HALLE AUX CHAUSSURES L'ISLE ADAM,49.143787,2.284819
LA HALLE CHAMBLY,49.153855,2.25429
LA HALLE AUX CHAUSSURES CLAYE SOUILLY,48.95033,2.66703
LA HALLE AUX CHAUSSURES LIVRY GARGAN,48.9262,2.54882
CHAUSSLAND CHELLES,48.878372,2.61032
LA HALLE AUX CHAUSSURES AULNAY SOUS BOIS,48.92899,2.50924
LA HALLE BONDY,48.90472333333333,2.4764200000000005
LA HALLE LA CHAPELLE-EN-SERVAL,49.121225,2.532625
LA HALLE LE PLESSIS BELLEVILLE,49.09915,2.751035
LA HALLE AUX CHAUSSURES HOUILLES,48.926916,2.18888
LA HALLE AUX CHAUSSURES NANTERRE,48.88961,2.21951
LA HALLE AUX CHAUSSURES RUEIL,48.882276,2.187096
LA HALLE AUX CHAUSSURES MONTESSON,48.918409,2.153377
LA HALLE AUX CHAUSSURES SARTROUVILLE,48.94974,2.20337
LA HALLE AUX CHAUSSURES PUTEAUX,48.881333,2.237357
LA HALLE AUX CHAUSSURES ARGENTEUIL,48.943811,2.251167
LA HALLE AUX CHAUSSURES MESNIL LE ROI,48.924525,2.118611
LA HALLE HERBLAY,49.00132,2.184787666666667
LA HALLE AUX CHAUSSURES HERBLAY,49.00379,2.17688
LA HALLE CHAUSSURES ET MAROQUINERIE TAVERNY,49.025663,2.221747
LA HALLE AUX CHAUSSURES ST GRATIEN,48.965778,2.281405
LA HALLE AUX CHAUSSURES PANTIN,48.90263,2.393319
LA HALLE PARIS FLANDRE,48.88186066666666,2.3810993333333332
LA HALLE AUX CHAUSSURES ST OUEN,48.907458,2.332109
LA HALLE CHAUSSURES ET MAROQUINERIE PARIS STALINGRAD,48.883637,2.368604
LA HALLE AUX CHAUSSURES BOBIGNY,48.91782,2.41535
LA HALLE AUX CHAUSSURES PARIS ROCHECHOUART,48.885698500000004,2.3482135
LA HALLE AUX CHAUSSURES PARIS CLICHY,48.885927,2.326305
LA HALLE AUX CHAUSSURES PRE ST GERVAIS,48.879177,2.411799
LA HALLE AUX CHAUSSURES PARIS TIMBAUD,48.86892,2.380451
LA HALLE AUX CHAUSSURES PARIS POISSONNIERE,48.870961,2.347367
LA HALLE CHAUSSURES ET MAROQUINERIE ROMAINVILLE,48.88477,2.431713
LA HALLE AUX CHAUSSURES GENNEVILLIERS CARREFOUR,48.9291865,2.3043785
LA HALLE AUX CHAUSSURES ASNIERES CV CLD,48.90843,2.285229
LEVALLOIS CV,48.8912263,2.2901653
LA HALLE AUX CHAUSSURES BLANC MESNIL,48.93698,2.458835
LA HALLE AUX CHAUSSURES ST BRICE SOUS FORET,49.00651,2.3523
LA HALLE AUX CHAUSSURES SARCELLES,48.983306,2.371164
